tnum,tweet,existence
4723,"RT @wood83: Global warming alarmists meet record snowfall, record snowfall meet global warming alarmists",N
2457,"Real solutions to real environmental problems. The larger story to climate change ""Good Read"" http://bit.ly/EcoEconomics via @EcoInteractive",Y
4476,RT @lizarddawg Global Warming Dying A Horrible Death http://cli.gs/S5BjH #UN #obama #tcot #NASA,N
3757,RT @StephenAtHome: I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist,N
4499,Makes sense! RT @StephenAtHome I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist,N
1320,Like Icelandic volcanic eruptions disrupting your air travel? Climate change = glacier thaw = more of it. http://bit.ly/aJOZGb (via @mims),Y
3631,"I rated a YouTube video (5 out of 5 stars) -- SNOBAMA: DC's 2010 SNOW BLASTS OBAMA, THE IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg?a",N
2374,@Aaron_Morris haven't you heard of global warming?,Y
3663,"More on why bogus ""global warming consensus"" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/d2510L",N
1357,"Climate Change is Not Just About the Climate, it is About Our Lives : TreeHugger http://retwt.me/1MPhx (via @paulo_one)",Y
1195,Economists Say Climate Change Is Bad For Economy http://ow.ly/1BQTj #earthday,Y
2714,"RT @GoingGreenGone: Nine Awesome Ways to Have Fun While Going Green: Cooler PlanetSure, global warming is an alarming and serious con.. ...",Y
4547,Drug discovery technique could help in the battle against global warming http://bit.ly/dp9R2x,Y
1182,"China: The Key To Fixing Global Warming|With rapid expansion comes sizable environmental impact, so the world's .. http://oohja.com/xbr3M",Y
514,Ocean currents still strong despite global warming|Researchers at NASA have discovered that the ocean currents .. [link],Y
2584,"In an ominous sign of climate change hitting home, India has seen accelerated warming in ... http://tinymsg.appspot.com/26Y #climate",Y
4998,Horner challenges climate change data|Much of current global warming theory is based on distortions of scientific .. http://oohja.com/x6yJi,N
3299,RT @ClarksonUniv: NASA Grant will enable Clarkson & NYSERDA to Improve Climate Change Education in New York State http://bit.ly/9M4Hji,Y
4192,@ConservativeLA like newt but can't support anyone who gives any credence to global warming.  http://myloc.me/3FmlS,N
1329,Allergy Season To Worsen With Climate Change: Report: A new report released on Wednesday by the National Wildlife... http://huff.to/9ipDju,Y
538,Global warming implicated in shortened bird migration | Science Codex: Global warming implicated in shortened bird... [link],Y
1768,Alexia Parks: Global Warming of the Heart: Earth Day is over. Or is it? Thousands -- perhaps millions -- of consc... http://huff.to/9Xw7kP,Y
1489,EPA Climate Change Indicators Report Shows the Evidence of Global Warming All ...: Natural Resources Defense Counc... http://bit.ly/abm7iZ,Y
5342,"Climate Change REgulation is ABSOLUTE POLITAICAL SUICIDE! REPORTS, SCIENCE & DATA ALL CONCUR THAT CLIMATE CHANGE IS IMAGINARY!",N
114,"Climate change melts two glaciers|BILLINGS, Mont. ? Glacier National Park has lost two more of its namesake .. [link]",Y
4115,Burning 1 gallon of gas creates 22 lbs of carbon dioxide-a major contributor to global warming. Recycle with us http://interconrecycling.com,Y
2360,In A Global Warming World Should Black People Own Coal Mines? http://bit.ly/cg8P6G,Y
1207,HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report http://url4.eu/2r22Y,Y
5281,Some cool mind maps about global warming http://bit.ly/cNrt7V #climate,Y
5514,"From tobacco to climate change, 'merchants of doubt' undermined the science .. http://retwt.me/1MRxy (via @ThePhoenixSun)",Y
2728,@tamij Morning Glory Tami.  Morning Glory tribbles!   Unbelievable now liberals are blaming blizzard on global warming...idiots!  #hhrs,N
510,"Topography of Mountains Could Complicate Rates of Global Warming: ScienceDaily (Apr. 25, 2010) À_ A new study concl... [link]",Y
285,@LilFerret hey! We came up with all kinds of ideas for fixing global warming! Loved my Environmentalism class. *sighs*,Y
1599,Fifty years ago I was teaching and preaching about global warming and its catastrophic effects on our climate. http://bit.ly/c7rKVi,Y
535,#Ocean Saltiness Shows #Global Warming Is Intensifying Our Water Cycle : TreeHugger [link],Y
329,Allergy Season To Worsen With Climate Change: Report: A new report released on Wednesday by the National Wildlife... [link],Y
187,Impacts of Climate Change Extend to Human Health [link],Y
3092,RT @TM_Climate: Climate Change and the Amazon Rainforest http://retwt.me/1LRVk (via @mongabay),Y
294,RT @Newsweek: Climate Change: Places To See Before They DisappearÀ_The Americas (Photos) [link],Y
3140,"Climate Denial Crock of the Week: ""It's cold. So there's no Climate Change"" http://bit.ly/9K0yih #WWFUS #WWF #climate",Y
5267,Veterans organization says climate change a security threat | SCNow http://retwt.me/1N0pM (via @politext),Y
2763,Help us to tackle poverty and climate change: Support the Robin Hood Tax | FabianPattberg.com http://retwt.me/1LYik (via @honorthysowbug),Y
3311,@nikkibama This global warming will be on the ground until March,N
4696,Where's that Global Warming???,N
4000,Global warming degrading Arctic faster than first thought http://u.nu/4gg25,Y
607,"Eaarth: global warming is here to stay, how will we deal with it? [link]",Y
2439,stop global warming...................,Y
3097,#snOMG has no more link to #climate change than did those 100s of stories about warm weather. Where were whiners then? #TCOT #TLOT,N
5014,Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ,Y
4149,"Dear #tcot climate-change deniers, hv u ever heard of the Southern Hemisphere? It had the hottest temps on record.",Y
5683,"RT @GreenHour: BudBurst volunteers needed: to look for ""ten most wanted"" plants to assess clues to climate change: http://bit.ly/bdlpVW",Y
523,"#CUBeyond: Wlliam Lau says climate change is happening and we must deal with it, no matter what is causing it.  #ChapmanU",Y
3347,Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://dlvr.it/1c2p,N
2170,E.P.A. Makes Its Case on Climate Change http://bit.ly/bqRlWe,Y
5217,"CLIMATE CHANGE:   European Firms See Windfall in Renewable Energy: BERLIN, Feb 3 (IPS) - European governments fail... http://bit.ly/bnGFSn",Y
1279,"Increasingly, corporations are concluding climate change is real. Betting on Climate Change | Wired.com http://j.mp/aaUM2W",Y
4495,It's not the same ol' Walden Pond anymore: how climate change has altered Thoreau's hideaway. http://bit.ly/d6Rppq,Y
504,Global warming threatens Ca Mau Province: CA MAU À_ The southernmost province of Ca Mau was among localities most v... [link],Y
4945,"Climate Change is Forcing Arctic Changes Faster than Expected: To be more specific, it causing changes in the Arct... http://bit.ly/99EpGQ",Y
546,"RT @WGofNYC Leader of National Indigenous Women's Org, ""Climate Change is Not Just abt the Climate, its abt R Lives"" bit.ly/9GdzRw",Y
659,@psiryu Hmmm so global warming is a fraud!,N
1340,Is nationalizing the energy industry necessary to fight global warming?  http://bit.ly/9AEI0k,Y
1153,RealDocWatson on global warming: Go to Antarctica and stake a claim now! It will be like Florida in a few years!,Y
5590,Climate change scientists turn to Inuits for research http://bit.ly/cT03Mg (via @gemswinc),Y
2785,Neighbors inspiring each other to action on climate change at Ghost of Midnight http://retwt.me/1LXOb (via @frontporchforum),Y
4179,"2 quote Ackroyd's SNL anchor: Joy Behar, u ignorant slut! You BELIEVE in global warming and u mock Palin? http://bit.ly/9h6d3c Ur an idiot!",N
3780,OL News: Oceans Reveal Further Impacts of Climate Change http://bit.ly/9GQoBz,Y
2733,Calling Al Gore DC needs some global warming please respond asap,N
5663,Why should trust scientists with global warming if they didnt know Pluto wasnt a fucking planet!,N
1218,Fighting poverty and global warming in Africa http://goo.gl/fb/Shq49 #energy,Y
4738,Waste of Time Stimulus money/Global Warming turbines frozen in Minnesota wind http://bit.ly/alsN33 #Where is AL Gore!,N
1386,Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 33,Y
3846,Michael Barone at @TownhallCom : How Climate-Change Fanatics Corrupted Science http://ow.ly/13PNw,N
275,@Zener39 I advise everyone who thinks global warming is dead to buy oceanfront property and live there.  See ya!,Y
2922,Water at core of climate change impacts - U.N. experts (Reuters) | Humanitarian News http://retwt.me/1LUZA (via @NewsOnGreen),Y
4865,Just posted Temperature and the Allocation of Time: Implications for Climate Change http://bit.ly/95CeOL #b2p,Y
478,"AllGov - News - Global Warming Isn't All BadÀ_If You're an ...: In the frozen reaches of Canada, warmer temperature... [link]",Y
4725,"Can #cochabamba participants lead on #climate change? + Kerry, Graham, & Lieberman drag feet on climate bill http://bit.ly/cqGbTE",Y
1556,"Republicans, why do you oppose global warming environmental ...: Really it makes no sense to oppose efforts to red... http://bit.ly/d1ESuz",Y
3882,Intel Threat Assessments on climate change: I compare '09 to '10. Surprisingly interesting: http://bit.ly/92KXhL,Y
4056,The great global warming collapse http://bit.ly/dzIKfA,N
4389,Japanese gov't asks Toyota to investigate complaints against cars http://bit.ly/bYgNeG :O ways to stop global warming,Y
5007,Global warming is suspended due to the cold weather...,N
551,"Icelandic Volcano's Impact on Global Warming, Green Transportation, Bird ...: By Alisa Opar NASA satellites captur... [link]",Y
339,Cute. I mention global warming and a denialist sends me a link to a Finnish newspaper article purportedly refuting it.,Y
1249,RT @sejorg: RT @JaymiHeimbuch: Ocean Saltiness Shows Global Warming Is Intensifying Our Water Cycle http://bit.ly/bKlU4H,Y
5725,My new hero! RT @Cubachi Gov. Christie will cut all $65 million from NJ's global warming fund http://is.gd/brylO,N
5000,Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz,Y
6056,Climate Change Fraud - Global warming: It has to be catastrophe: We have a surplus of people pretending to know th... http://bit.ly/94dpTq,N
4893,The Chilling Effect | cooling heated rhetoric on global warming ...: Energy and Environment: Around the Interwebs.... http://bit.ly/c14ZE3,Y
1896,Can you hedge against climate change? Read this http://ow.ly/1BeAA @FelixSalmon post. Then look at our weather products http://ow.ly/1BezL,Y
5785,"Vattenfall's CEO on clean energy, and not being a 'lone wolf' on climate change http://bit.ly/bPKwzC",Y
573,"Global warming melts ice and this can influence magmatic systems,"" he told Reuters. [link]",Y
4294,"RT @dougbenson: Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up",Y
1295,Volcanic ash cloud: Global warming may trigger more volcanoes|Climate change could spark more ''hazardous'' .. http://oohja.com/xb8ws,Y
3199,RT @Noreen1 Does #GOP really think snowstorms disprove #climate change? Yup. @bradplumer shows how idiotic that is http://bit.ly/bzv5iS,Y
1204,HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report http://bit.ly/btYoHc,Y
5474,Video: common distortions by climate change deniers ' exposed | frogblog http://retwt.me/1MSPR (via @NZGreens),Y
1550,Pat Mooney on the Dangers of Geoengineering and Manipulating the Planet to Combat Climate Change  - http://awarela.org/?p=10280,Y
678,"Despite Climategate, LEFT investing heavily in global warming hysteria as new way 2 impose nat'l & international controls on human freedom.",N
1512,Africa: Monitoring a Changing Climate: The gathering environmental crisis presented by global warming... http://tinyurl.com/y252cn2 #Africa,Y
1607,"Eaarth: global warming is here to stay, how will we deal with it? http://amzn.to/dhUsHJ",Y
1344,reading from @time Allergies Worse Than Ever? Blame Global Warming http://bit.ly/9QVt5w,Y
3189,"Damn global warming-melting the ice caps, turning DC into the tundra. This winter is DONE! Please don't mess my summer...please.",Y
5552,All 30 Major League Baseball Teams Throw Curve to Climate Change Deniers : C.. http://retwt.me/1MQlk (via @cleantechnica),Y
72,Environmental Groups Praise BASIC Meeting on Climate Change: Environmental groups are giving qualified praise to a... [link],Y
2825,Climate change impact of soil underestimated: study - Yahoo! News http://retwt.me/1LWHQ (via @RarePlanet),Y
4489,"Earth's polar ice sheets vulnerable to even moderate global warming; New Orleans, much of southern F... http://cli.gs/yEg8T",Y
421,Allergies Worse Than Ever? Blame Global Warming (Time.com) [link],Y
3126,"Actress Q'orianka Kilcher on Climate Change Activism: Public Figures and Celebrities ""Have a Responsibility to Help ' http://bit.ly/cY41H2",Y
4773,Story of the collapse of the great climate scam #global warming http://bit.ly/drrEIN,N
389,Government Claims Global Warming May Cause Cancer [link],Y
1128,"Microbes Contribute Less to Global Warming|New Haven, Conn. .. http://oohja.com/xbO0z",Y
3494,2 ft of snow on the ground and Obama administration has press conference to announce global warming tracker. Clueless. http://tr.im/Nn7P,N
1609,Germany is an important partner for us in trade as well as in the fight against climate change.,Y
675,"@Cubachi you are so on target, Bullshit is even better than the climate change hoax & Gore /Climate change is bullshit #leadersdebate #fact",N
1626,Latest weapon in global warming fight À_ 'green' cement made from rice http://bit.ly/abWP35,Y
391,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Y
4,URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change [link],Y
117,CLIMATE CHANGE: Forests Not for Absorbing Carbon [link],Y
4786,"The global warming effects on Antarctica are varied, and these effects can have a big impact on the entire world http://tinyurl.com/yj4ptnt",Y
104,RT @Newsweek: Global Warming Kills Forests In Colorado [link],Y
96,Climate change & sustainability will be a key driver of future economic development. Listen at [link],Y
2422,"With the help of Lindsey Graham, the Democrats are quietly moving their climate change bill through the Senate. Time to be worried.",N
3057,logical analysis :P Niche Modeling ' Disproving Global Warming II,N
2479,@allyCouture HAHA! I really like that answer. They stay blaming every weird phenomena on global warming!,N
2158,Irish LED manufacturer Nualight raises '9.1m in funding round led by Climate Change Capital http://url4.eu/31Xrk,Y
1289,RT @Newsweek: Climate Change: Places To See Before They DisappearÀ_The Americas (Photos) http://bit.ly/b8aJbG,Y
5991,Climate Change Fraud - Global warming: Balancing quotes: There are some who are saying that because the Oxburgh in... http://bit.ly/bfHwbw,N
1415,Alexi @Giannoulias believes in putting a price on global warming pollutants to spur development of alternative technology #p2 #ilsen,Y
4417,This common sense observation alone discredits the global warming hoax proponents. http://bit.ly/9JoZBA,N
5263,"EU, China agree closer links on climate change | Humanitarian News http://retwt.me/1N0De (via @NewsOnGreen)",Y
1103,"So far in that class I have gotten into ""heated discussion"" with global climate change denier and w/ student that nothing is ""their fault.""",Y
5148,"Climate change a scam to curb global population, Utah legislator says|-- Fact check of HJR12 points: 1. Proposed .. http://oohja.com/x6pZe",N
4492,Los Angeles: Is the Giant Squid Invasion due to Global Warming? http://bit.ly/9TZ9j7,Y
1477,Off shore drilling threatens wildlife and contributes to climate change.  Urge Obama NOT to expand drilling!  http://bit.ly/c2iwYa,Y
320,Like Icelandic volcanic eruptions disrupting your air travel? Climate change = glacier thaw = more of it. [link],Y
3645,Rather amused at climate change deniers who wryly refer to snow as 'global warming' -- they're a bit closer to the mark than they think.,Y
2487,RT @Consequence09: Pretty awesome 10-min breakdown of climate change: http://ow.ly/1y00p,Y
572,RT@greenforyou An estimated 20 billion birds changed their migrating habits in last few decades due to global warming [link],Y
3745,RT @alexlundry: Tempted to unfollow anyone that conflates #snOMG with global warming skepticism.,Y
5394,Nice. A reasonable challenge to the global warming hype:  http://bit.ly/9E8oHK  #tcot #p2 #earthday,N
673,Dear Global Warming people: It is 52 degrees in S. CA on 4/23. Heat on. [contents of this message are copyrighted and property of author.],N
2395,"RT @theAGU: Cool Earth Day event, ""Illuminating the science: Art and climate change"" next week in NYC, organized by @EarthInstitute...",Y
2791,All this cold a weather I guess global warming is on vacation right now,N
4348,Global Warming Makes Trees Grow Faster http://bit.ly/cyV4U0,Y
1158,"M Report: Cleaner Air Could Actually Intensify Global Warming: As much of the world marked Earth Day this past week, the Environmental...",Y
2641,RT @epsomguardian: Photo exhibition 2 highlight climate change: A celebrity-filled showcase aimed at tackling climat... http://bit.ly/96gwUk,Y
1354,Exclusive: Climate change could raise cost of U.S. allergies| Reuters http://retwt.me/1MPF2 (via @healthfreaks),Y
1337,How do we solve this global warming thing? http://url4.eu/2hdSo,Y
3702,RT @GoodClimateJM: Part 1 of a three part series about the challenges of communicating climate change. http://jm.ly/fh5UVC,Y
3734,"Someone let them know that global warming does not connote higher physical temperatures, please.",Y
5167,Video: Fuel for Climate Change Skeptics http://bit.ly/92nL1d,N
3937,"Just like Evolution, Climate Change is Real http://post.ly/NBw8",Y
4310,"RT @CAUSECAST: If all farms in the US went organic, we could rest easy abt climate change. 10 things to know about organic farms: http://su.pr/2mUvox",Y
4363,Addressing Global Warming: Retrain Coal Workers for Green Jobs: A perfect storm of factors are massing against con... http://bit.ly/9DohKw,Y
4023,RT @greenforyou Global Warming Makes Trees Grow Faster #green http://bit.ly/aTcHok,Y
5622,"@genjunky  No, not sad.  I think it's very smart! Just so you know, the global warming is freezing me today!",N
2105,Pew Center on Global Climate Change Releases Report Calling for Federal Leadership on Climate Adaptation http://bit.ly/buyu3l #green #energy,Y
2943,baby steps ;) How can we stop global warming in small ways?,Y
1323,ENVIRONMENT: Climate of change: From something as simple as reminding computer users to power down when not workin... http://bit.ly/duQAk9,Y
6032,NWF series on extreme weather due to Global Warming led by NWF scientist Dr Amanda Staudt. http://bit.ly/9iwHsQ,Y
5882,15-year old speaks about global warming at Palace Theater: Alec Loorz has given more than 30 presentations on clim... http://bit.ly/c0b1Y5,Y
1662,Proof there's no climate change. RT @jazgar 75-ft killer tsunami created in a Peruvian LAKE when a glacier fractures & falls Into the lake!,N
4428,Stossel Show - Global Warming! The high cost to the worlds poor http://bit.ly/dtUrLg #climate #climategate #libertarian #tlot #tcot #p2,Y
646,I truly  Fat ASS Gore should get the Scam Artist Award of the decade with his Global Warming and Energy Credits worth close to Billion.,N
540,"Daniel C. Esty: Climate Change Plan B: Bringing down greenhouse gas emissions with a ""cap and trade"" system of tr... [link]",Y
1533,"@ClimateWise2 is here tonight at 7:30 to discuss what climate change is doing to women, children, families & communities http://ow.ly/1Btrl",Y
4664,Good question! RT @Time_Inc: TIME: Another Blizzard: Where's Global Warming? http://bit.ly/cBLW6t,N
2827,Global warming is truly affecting the weather patterns of this planet negatively and causing destructive weather all over this world.,Y
1651,"One Stop Book Stop Confirmed! Global warming is 'settled' À_ as a scam: WND.com Sussman's book, the ... http://bit.ly/b4Kv2l mybookstop.info",N
1319,RT @organicnewyork: Climate change making seasonal allergies worse.  Near-record highs this Spring.  http://bit.ly/d5DMi6,Y
2924,"Climate change, pollution are suspects in rusty blackbirds' plummeting numbers ' Dallas Morning Ne... http://ow.ly/1ofJJ1 (via @SwampSchool)",Y
5705,"Watching the liberal global warming horror movie ""The Thaw""(2009). Yippie...",N
1244,Carbon offsets: How a Vatican forest failed to reduce global warming http://url4.eu/2pAAt,Y
1593,Iceland volcano unlikely to slow global warming: scientists http://bit.ly/aFIIU5,Y
5057,Links 2/6/10: Climate change causes wolverine decline across Canada BBC Physicist Discovers How to Teleport Energy... http://bit.ly/bqi1Bm,Y
3109,Interesting... RT @Heritage The DC Blizzard:  More proof of Global Warming! http://bit.ly/alKBnE,Y
198,DonÀ_t Kill Bill À_ Save the Climate Change Accountability Act! [link],Y
2582,@M_Ignatieff This Wednesday make sure all Liberal MPs vote to pass #ndp climate change bill,Y
324,"Professor?s Perspective: Reasons to be Concerned about Climate Change|Spring in Connecticut brings renewal, .. [link]",Y
1375,Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 27,Y
5609,Don't Kill Bill ' Save the Climate Change Accountability Act! ' It's Getting Hot In .. http://retwt.me/1MNcb (via @IGHIH),Y
5832,Matthews Urges James Cameron To Trash 'Dangerous' Global Warming Deniers in ...: By Geoffrey Dickens (Bio | Archiv... http://bit.ly/czYa5A,Y
352,Climate change blamed as coastal whale migration dwindles À_ Ventura County.. [link],Y
5163,Pika Denied Protection By U.S. Fish And Wildlife Service: SALT LAKE CITY ' Climate change might be hurting some po... http://bit.ly/asuI2d,Y
2392,RT @EcoInteractive: Environmental Literature: Real solutions to real environmental problems. The larger story to climate change http://b ...,Y
470,"Plants effective way of tackling global warming: Washington, Apr 30 (ANI): Plant leaves account for less than one ... [link]",Y
3153,So much for global warming... RT @mmorg9yd: snowiest winter ever in dc.  broke a 110 year old record.,N
3863,RT @BillWilsonALG: Lindsay Graham getting public love from Obama. Someone needs to tell Graham that climate change is a proven lie. http://bit.ly/9w8RHw #tcot,N
2864,;O Winter Arctic Blast Proves Climate Change is Real http://bit.ly/98WI1L al gore global warming,Y
1253,Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. http://oohja.com/xbhWq,Y
5235,Watching 'Joseph D'Aleo Full Interview on Global Warming Hoax' at Vodpod http://bit.ly/cW6QJ8,N
3815,"ABC labels Pachauri ""leading global warming scientist"" http://bit.ly/cZ56b8",Y
5398,The global warming hoax? Houston expert talks climate alarmist pollution - CultureMap - http://tinyurl.com/3yjklo8 #houston,N
2291,"@stefanweitz yeha because $50million of a climate change orgs budget is best spent on advertising instead of, you know,fighting climate chng",Y
383,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Y
5411,"RT @JamesColumbiaMO: Global Warming movement is a fraud. When U have 2 fudge the data 2 prove yr hypothesis, that isn't science. #tcot",N
442,"Global warming will make allergies worse for 25 million Americans, hitting those with asthma hardest: WWF (ClimateWire) #globalwarming",Y
22,"Soaring mercury; Blame it on global warming|Agartala, Apr 14 : Environmentalists have attributed the .. [link]",Y
5930,"Comedians joked, ""we don't know if global warming is man-made, but we know global warming data is man-made. http://bit.ly/aPcVKw",N
3161,RT @contessabrewer: @newsbusters That's not what I said.  I said that snowstorms don't refute global warming. (RE: http://ow.ly/162Vy),Y
2982,CentreRight: Al Gore and his followers are losing the climate change debate http://retwt.me/1LUey (via @TimMontgomerie),N
6081,"Bats, Birds and Lizards Can Fight Climate Change - Birds, bats and lizards may play an important role in Earth's cl... http://ow.ly/172hQi",Y
1284,"Global warming, melting ice caps could trigger more volcanic eruptions: http://bit.ly/b4JVwb",Y
3855,Invasive #plants are beneficiaries of #climate change in Thoreau's woods http://bit.ly/dtkeBP,Y
4352,RT @Flipbooks |@UN Climate Science Panel INCORRECTLY Linked Global Warming to Rise in Natural Disasters (Telegraph) http://bit.ly/8FDCTW,N
2228,RT @nprscience: Could Cleaner Air Actually Intensify Global Warming? http://n.pr/aJVq8f,Y
2117,"Plan B: California Braces for Climate Change: California leads its fellow states in mitigating climate change, in ... http://bit.ly/bkt3jv",Y
4545,"Global warming helping trees grow faster: 4 Feb 2010, 2132 hrs IST, PTI WASHINGTON: Global warming is helping tree... http://bit.ly/9eYJQK",Y
338,Report: Allergy Season to Get Worse with Climate Change (Time.com) [link],Y
3752,"What's New: Forests Are Growing Faster, Climate Change Appears To Driving Accelerated Growth (Feb 1, 2010) http://bit.ly/9XHCRB",Y
2474,Keepers' logbooks shed light on climate change|LIGHTHOUSE keepers' logbooks should be studied for clues about .. http://oohja.com/xaKZO,Y
3796,"While I wait in DC for blizzard, a reminder that waves of weird, wet snowbombs are consistent with global warming. Video: http://j.mp/b4wuRv",Y
2542,Last few days climate change had shown its full impact on most part of India.Its now high time we two legged animals should behave sensibly.,Y
4365,"Grrr! Flipping channels, I landed on Sundance Chnnl & some global warming hysteric ""documentary"" w/ IPCC dude yapping. Musta been a comedy.",N
3278,Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot,Y
315,"RT @bruces *Hmmm, they rather buried the lede here: Iceland glaciers melt from global warming, then volcanoes go off: [link]",Y
1176,"a review of yesterday's discussions: http://bit.ly/a7YnV2 Science and art mobilize to fight climate change, by Rebekah Mintzer",Y
1869,NPR's Science Friday and Global Warming: http://bit.ly/aC79cZ,Y
359,Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],Y
1272,"Just because I believe in global warming, peeps thinks I should believe in god instead. Why??",Y
3836,"I don't think there's any Global Warming. Seriously, i think we're headed for an Ice Age.",N
5599,Australia: The Climate Change Waiting Game: What you Should be Doing Now http://tinyurl.com/ybqbsv3,Y
2302,Happy Earth Day! This #CFR guide offers background & analysis on #climate change: http://bit.ly/djzoRI,Y
1437,Report: #Allergy Season to Get Worse with #Climate Change read from @time this really sucks for me: http://bit.ly/aDeS0r,Y
2908,"Global warming to hit rice production: Report: At the university's 48th annual conference, he cited another study ... http://bit.ly/cR4mNF",Y
362,"Green:Net: How the Internet, Computing Can Fight Climate Change [link]",Y
3714,"hahaha RT @AlGoresBrain Washington DC Raw Temp- 30/Heavy Snow, Adjusted for Global Warming- 76 Sunny.",N
1427,See how CCX Member Motorola is working to be part of the solution in addressing the climate change challenge: http://bit.ly/aC6NgS,Y
1827,"As I said only days ago, we will start seeing much more tempered reporting on ""global warming"", starting w the @nytimes http://ow.ly/1zpej",N
2894,The Minister for coal out of step with climate change action http://bit.ly/cbrpKb,Y
4642,"@GSorensen ""Scientists have been warning for decades that global warming would increase the severity of winter storms.""",Y
3405,"Where are the global warming nutjobs with their signs??? RT @JimDeMint: It's going to keep snowing in DC until Al Gore cries ""uncle""",N
151,RT @jerryjamesstone: Alaska Before the Effects of Global Warming [pics]: [link],Y
5177,House committee seeks to keep global warming laws out of Utah|Utah lawmakers want to send a strong message to the .. http://oohja.com/x6nKH,N
3460,"No weather event can be attributed exclusively to climate change, but heavier precipitation is consistent w/ climate scientists' theories.",Y
1298,Climate Change-ing your Allergies http://bit.ly/d3bTo0 (NRDC),Y
1551,"Icelandic Volcano's Impact on Global Warming, Green Transportation, Bird ...: By Alisa Opar NASA satellites captur... http://bit.ly/drEnq0",Y
1302,RT @TEDNews: Cara Mertes at #tedxvolcano: We're all stranded this weekend. And we're getting a sneak preview of climate change. We have to adapt.,Y
2934,"Glacier Responses to Climate Change are Complex, as are the Impacts | Humanitarian News http://retwt.me/1LUQA (via @HumanityNews)",Y
4155,"@STXherry @slkbrooke When Democrats regained House control, DHS priority switched to global warming as primary concern - Senseless.",N
223,Carbon offsets: How a Vatican forest failed to reduce global warming [link],Y
284,"Global warming, melting ice caps could trigger more volcanic eruptions: [link]",Y
2933,Will the sheeple in Philly finally understand who has been brainwashing them about global warming and why? #tcot Naaahhhaaaa. #gop,N
1442,"Global warming will make allergies worse for 25 million Americans, hitting those with asthma hardest: WWF (ClimateWire) #globalwarming",Y
645,the scientific community was scamed by global green  gov warming scam.,N
3336,RT @balmeras  RT @LoveEarthAlways Our Extreme Weather Predicted By Global Warming Models 20 Years Ago http://is.gd/83elN,Y
665,@OTOOLEFAN REAL science. Not Algore's climate change 'science' hacks with their man-made global warming hoax. Gore=Palin,N
1124,"Global warming report urges governments to act|BRUSSELS, Belgium (AP) - The world faces increased hunger and .. http://oohja.com/xbQhb",Y
513,The volcanic ash was bad for planes...but should help reduce global warming.  [link],Y
2437,RT @stevecockburn: Care about poverty or climate change in #GE2010? Visit www.voteglobal.org.uk for events and hustings. Follow @vote_gl ...,Y
5696,"@KagroX Plate tectonics is one of those scientific ""theories"" like global warming and evolution which will destroy families and raise taxes",N
262,Africa: Time Bomb Awaiting Africa: THERE is no doubt that climate change as an environmental issue ha... [link],Y
5544,Report: Allergy Season to Get Worse with Climate Change. NWF found global warming will likely increase pollen count. http://bit.ly/cuz46U,Y
401,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Y
1245,Ethiopia: Climate Change Increasing Poverty And Vulnerability http://bit.ly/9Vlo8s #africa #solar,Y
60,Check this video out -- The Business of Climate Change Conference 2009 [link],Y
1148,"Person #1:""Snow, then 65 degrees on the same day? Weather doesn't even surprise me anymore."" Person #2:""That's why global warming will win.""",Y
3075,;O One of the proposed solutions to global warming is to grow a large number of trees. This... global warming solutions http://bit.ly/9m2Qfp,Y
632,"Top U.S. Vacation spots becoming endangered. Landscape threatened by global warming, mining, weather, environmental hazard & population",Y
4150,"Climate-Change Skeptics Have Received Fat Checks From ExxonMobil - Newspaper: ExxonMobil Corp., the world's l... http://bit.ly/9lzQCy",Y
317,Wishing I was in Cochabamba at the People's World Conference on Climate Change and the Rights of Mother Earth @boliviaun,Y
1650,#justinbiebersucks and global warming is a farce,N
3341,Climate change and acidification threaten 82 types of coral: http://bit.ly/bXfTxZ,Y
1341,Blog|A preliminary analysis suggests that natural gas could contribute far more to global warming than previously .. http://oohja.com/xaW3l,Y
394,Nine scenarios for imminent apocalypseÀ_only one is global warming [link],Y
