Respondent|Hobby|OpenSource|Country|Student|Employment|FormalEducation|UndergradMajor|CompanySize|DevType|YearsCoding|YearsCodingProf|JobSatisfaction|CareerSatisfaction|HopeFiveYears|JobSearchStatus|LastNewJob|AssessJob1|AssessJob2|AssessJob3|AssessJob4|AssessJob5|AssessJob6|AssessJob7|AssessJob8|AssessJob9|AssessJob10|AssessBenefits1|AssessBenefits2|AssessBenefits3|AssessBenefits4|AssessBenefits5|AssessBenefits6|AssessBenefits7|AssessBenefits8|AssessBenefits9|AssessBenefits10|AssessBenefits11|JobContactPriorities1|JobContactPriorities2|JobContactPriorities3|JobContactPriorities4|JobContactPriorities5|JobEmailPriorities1|JobEmailPriorities2|JobEmailPriorities3|JobEmailPriorities4|JobEmailPriorities5|JobEmailPriorities6|JobEmailPriorities7|UpdateCV|Currency|Salary|SalaryType|ConvertedSalary|CurrencySymbol|CommunicationTools|TimeFullyProductive|EducationTypes|SelfTaughtTypes|TimeAfterBootcamp|HackathonReasons|AgreeDisagree1|AgreeDisagree2|AgreeDisagree3|LanguageWorkedWith|LanguageDesireNextYear|DatabaseWorkedWith|DatabaseDesireNextYear|PlatformWorkedWith|PlatformDesireNextYear|FrameworkWorkedWith|FrameworkDesireNextYear|IDE|OperatingSystem|NumberMonitors|Methodology|VersionControl|CheckInCode|AdBlocker|AdBlockerDisable|AdBlockerReasons|AdsAgreeDisagree1|AdsAgreeDisagree2|AdsAgreeDisagree3|AdsActions|AdsPriorities1|AdsPriorities2|AdsPriorities3|AdsPriorities4|AdsPriorities5|AdsPriorities6|AdsPriorities7|AIDangerous|AIInteresting|AIResponsible|AIFuture|EthicsChoice|EthicsReport|EthicsResponsible|EthicalImplications|StackOverflowRecommend|StackOverflowVisit|StackOverflowHasAccount|StackOverflowParticipate|StackOverflowJobs|StackOverflowDevStory|StackOverflowJobsRecommend|StackOverflowConsiderMember|HypotheticalTools1|HypotheticalTools2|HypotheticalTools3|HypotheticalTools4|HypotheticalTools5|WakeTime|HoursComputer|HoursOutside|SkipMeals|ErgonomicDevices|Exercise|Gender|SexualOrientation|EducationParents|RaceEthnicity|Age|Dependents|MilitaryUS|SurveyTooLong|SurveyEasy
744|Yes|No|Germany|No|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Computer science, computer engineering, or software engineering|500 to 999 employees|Back-end developer|6-8 years|6-8 years|Moderately satisfied|Moderately satisfied|Working in a different or more specialized technical role than the one I'm in now|I’m not actively looking, but I am open to new opportunities|Between 1 and 2 years ago|8.0|9.0|6.0|4.0|1.0|2.0|3.0|5.0|10.0|7.0|1.0|2.0|11.0|3.0|6.0|10.0|8.0|7.0|4.0|5.0|9.0|5.0|4.0|3.0|1.0|2.0|1.0|5.0|6.0|4.0|2.0|7.0|3.0|My job status or other personal status changed|Euros (€)||Monthly||EUR|Confluence;Jira;Slack|One to three months|Taken an online course in programming or software development (e.g. a MOOC);Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course|The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);Pre-scheduled tutoring or mentoring sessions with a friend or colleague|||Agree|Neither Agree nor Disagree|Disagree|Java|Java|PostgreSQL;Elasticsearch|PostgreSQL;Neo4j;Elasticsearch|Linux|AWS;Linux|Spring|Spring|IntelliJ|Linux-based|3|Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka “waterfall” methodologies);Kanban;Scrum|Git|Multiple times per day|Yes|No||Somewhat disagree|Neither agree nor disagree|Somewhat agree|Stopped going to a website because of their advertising|1.0|5.0|4.0|3.0|2.0|7.0|6.0|"Evolving definitions of ""fairness"" in algorithmic versus human decisions"|Algorithms making important decisions|The developers or the people creating the AI|I'm excited about the possibilities more than worried about the dangers.|No|Yes, but only within the company|The developer who wrote it|Yes|8|A few times per week|No||No, I didn't know that Stack Overflow had a jobs board|||No|A little bit interested|A little bit interested|Very interested|Very interested|Not at all interested|Between 6:01 - 7:00 AM|5 - 8 hours|30 - 59 minutes|3 - 4 times per week||3 - 4 times per week|Male|Straight or heterosexual|Associate degree|White or of European descent|25 - 34 years old|Yes||The survey was too long|Somewhat easy
71457|No|Yes|Turkey|No|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Computer science, computer engineering, or software engineering|10,000 or more employees|Mobile developer|3-5 years|3-5 years|Extremely satisfied|Extremely satisfied|Doing the same work|I’m not actively looking, but I am open to new opportunities|Between 1 and 2 years ago|4.0|8.0|9.0|1.0|6.0|7.0|2.0|3.0|5.0|10.0|1.0|9.0|4.0|7.0|11.0|6.0|8.0|5.0|3.0|10.0|2.0|3.0|4.0|2.0|1.0|5.0||||||||My job status or other personal status changed||9000|Monthly|||Google Hangouts/Chat;Stack Overflow Enterprise|Less than a month|||||Agree|Agree|Strongly disagree|Java|Kotlin|SQL Server;SQLite;Google Cloud Storage|Google Cloud Storage;Elasticsearch|Android;AWS;Windows Phone;Firebase|Android;Firebase|||Android Studio;Sublime Text|MacOS|1|Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka “waterfall” methodologies);Pair programming;Scrum|Git|Multiple times per day|Yes|I'm not sure/I can't remember||Somewhat agree|Somewhat disagree|Neither agree nor disagree|Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad)|1.0|3.0|4.0|2.0|5.0|6.0|7.0|"Evolving definitions of ""fairness"" in algorithmic versus human decisions"|Algorithms making important decisions|The developers or the people creating the AI|I'm excited about the possibilities more than worried about the dangers.|No|Yes, but only within the company|Upper management at the company/organization|No|10 (Very Likely)|Multiple times per day|Yes|Less than once per month or monthly|Yes|No, I know what it is but I don't have one|10 (Very Likely)|Yes|Very interested|Very interested|Extremely interested|Very interested|Extremely interested|Between 8:01 - 9:00 AM|5 - 8 hours|3 - 4 hours|1 - 2 times per week|Ergonomic keyboard or mouse|3 - 4 times per week|Male||||25 - 34 years old|No||The survey was too long|Somewhat difficult
71433|Yes|Yes|Sweden|No|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Computer science, computer engineering, or software engineering|100 to 499 employees|Back-end developer;Designer;Educator or academic researcher;Full-stack developer|9-11 years|9-11 years|Moderately dissatisfied|Moderately dissatisfied|Working in a career completely unrelated to software development|I’m not actively looking, but I am open to new opportunities|Between 2 and 4 years ago|6.0|8.0|3.0|7.0|2.0|4.0|1.0|10.0|5.0|9.0|3.0|5.0|8.0|2.0|6.0|7.0|9.0|4.0|10.0|11.0|1.0|5.0|4.0|2.0|1.0|3.0|1.0|6.0|4.0|5.0|3.0|7.0|2.0|I had a negative experience or interaction at work|Swedish kroner (SEK)|42000|Monthly|62880.0|SEK|Confluence;Slack|Three to six months|Taken an online course in programming or software development (e.g. a MOOC);Completed an industry certification program (e.g. MCPD);Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Participated in a hackathon;Contributed to open source software|The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);The technology’s online help system||Because I find it enjoyable|Neither Agree nor Disagree|Strongly disagree|Disagree|C#;Java;SQL;HTML;CSS;Bash/Shell|C#|MongoDB;PostgreSQL|MongoDB;PostgreSQL;Memcached;Elasticsearch|AWS;Drupal;Google Cloud Platform/App Engine;iOS;Linux;Mac OS;Windows Desktop or Server|Firebase|.NET Core;React|.NET Core;React|Eclipse;IntelliJ;Notepad++;Visual Studio;Visual Studio Code|Windows|2|Agile;Extreme programming (XP);Kanban;Pair programming;Scrum|Git|Multiple times per day|Yes|No||Neither agree nor disagree|Somewhat agree|Neither agree nor disagree|Stopped going to a website because of their advertising|6.0|2.0|4.0|7.0|1.0|5.0|3.0|"Artificial intelligence surpassing human intelligence (""the singularity"")"|Increasing automation of jobs|A governmental or other regulatory body|I'm worried about the dangers more than I'm excited about the possibilities.|No|Yes, and publicly|Upper management at the company/organization|Yes|10 (Very Likely)|Daily or almost daily|Yes|I have never participated in Q&A on Stack Overflow|Yes|No, I know what it is but I don't have one|5|Yes|Not at all interested|Not at all interested|Very interested|Not at all interested|Not at all interested|Between 6:01 - 7:00 AM|9 - 12 hours|30 - 59 minutes|1 - 2 times per week|Standing desk|1 - 2 times per week|Male|Straight or heterosexual|Professional degree (JD, MD, etc.)|White or of European descent|35 - 44 years old|No||The survey was too long|Neither easy nor difficult
54482|No|No|Germany|Yes, full-time|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Computer science, computer engineering, or software engineering|10 to 19 employees|Front-end developer|3-5 years|0-2 years|Neither satisfied nor dissatisfied|Neither satisfied nor dissatisfied|Working as a founder or co-founder of my own company|I’m not actively looking, but I am open to new opportunities|Less than a year ago|10.0|9.0|2.0|5.0|3.0|4.0|7.0|6.0|8.0|1.0|1.0|8.0|5.0|7.0|6.0|9.0|4.0|2.0|11.0|10.0|3.0||||||7.0|5.0|3.0|1.0|2.0|6.0|4.0|I received bad news about the future of my company or department|Euros (€)|2600|Monthly|38184.0|EUR|Slack;Trello|Less than a month|Taken an online course in programming or software development (e.g. a MOOC);Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder);Participated in a hackathon;Contributed to open source software|The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);The technology’s online help system|||Neither Agree nor Disagree|Disagree|Strongly agree|CoffeeScript;JavaScript;Ruby;HTML;CSS|JavaScript;Python|MySQL;PostgreSQL|MongoDB;Redis|AWS;Heroku;Linux|AWS;Linux|Node.js;React|Node.js;React|Atom;IntelliJ;Sublime Text|Linux-based|2|Agile|Git|Multiple times per day|Yes|Yes|The website I was visiting forced me to disable it to access their content;The website I was visiting asked me to disable it;I wanted to support the website I was visiting by viewing their ads|Neither agree nor disagree|Somewhat agree|Neither agree nor disagree|Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad)|2.0|6.0|5.0|4.0|1.0|3.0|7.0|"Evolving definitions of ""fairness"" in algorithmic versus human decisions"|"Artificial intelligence surpassing human intelligence (""the singularity"")"|The developers or the people creating the AI|I'm excited about the possibilities more than worried about the dangers.|No|Yes, but only within the company||Yes|10 (Very Likely)|Multiple times per day|Yes|I have never participated in Q&A on Stack Overflow|No, I knew that Stack Overflow had a jobs board but have never used or visited it|No, I have one but it's out of date||I'm not sure|Somewhat interested|Somewhat interested|Somewhat interested|Somewhat interested|A little bit interested|Between 8:01 - 9:00 AM|9 - 12 hours|1 - 2 hours|1 - 2 times per week|Standing desk|3 - 4 times per week|Male|Straight or heterosexual|Primary/elementary school|White or of European descent|25 - 34 years old|No||The survey was an appropriate length|Neither easy nor difficult
3553|No|Yes|Ukraine|Yes, full-time|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Information systems, information technology, or system administration|100 to 499 employees|Back-end developer;Database administrator;Desktop or enterprise applications developer;DevOps specialist;Front-end developer;Full-stack developer;Product manager;QA or test developer;System administrator|3-5 years|3-5 years|Extremely satisfied|Moderately satisfied|Working in a career completely unrelated to software development|I am actively looking for a job|More than 4 years ago||||||||||||||||||||||||||||||||||My job status or other personal status changed||60000|||UAH|Facebook;Other wiki tool (Github, Google Sites, proprietary software, etc.)|One to three months|Taken an online course in programming or software development (e.g. a MOOC)||||Agree|Agree|Neither Agree nor Disagree|Go;JavaScript;PHP;Python;HTML;CSS;Bash/Shell||MongoDB;Redis;MySQL;PostgreSQL;Amazon DynamoDB;Amazon Redshift;Amazon RDS/Aurora;Elasticsearch|Memcached|Android;AWS;Linux;Serverless;WordPress||Angular;Django||PyCharm;Sublime Text|Windows|2||Git;Copying and pasting files to network shares;Zip file back-ups|A few times per week|Yes|Yes|The website I was visiting forced me to disable it to access their content;The ad-blocking software was causing display issues on a website;The website I was visiting asked me to disable it;I wanted to support the website I was visiting by viewing their ads|Somewhat agree|Neither agree nor disagree|Somewhat agree|Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad)|2.0|7.0|1.0|4.0|3.0|5.0|6.0|"Artificial intelligence surpassing human intelligence (""the singularity"")"|Algorithms making important decisions|The developers or the people creating the AI|I'm excited about the possibilities more than worried about the dangers.|Depends on what it is|Depends on what it is|Upper management at the company/organization|Yes|10 (Very Likely)|Daily or almost daily|Yes|Less than once per month or monthly|No, I didn't know that Stack Overflow had a jobs board|No, I know what it is but I don't have one||Yes||||||||||||||||||||
30237|Yes|Yes|Tunisia|No|Independent contractor, freelancer, or self-employed|Bachelor’s degree (BA, BS, B.Eng., etc.)|Computer science, computer engineering, or software engineering||Mobile developer|0-2 years|0-2 years|Extremely satisfied|Extremely satisfied|Working in a career completely unrelated to software development|I’m not actively looking, but I am open to new opportunities|Less than a year ago|9.0|6.0|4.0|2.0|3.0|8.0|1.0|5.0|7.0|10.0|3.0|9.0|2.0|10.0|5.0|6.0|11.0|4.0|8.0|7.0|1.0|3.0|1.0|2.0|4.0|5.0|3.0|1.0|6.0|5.0|7.0|4.0|2.0|I did not receive an expected change in compensation|U.S. dollars ($)||Weekly||USD|Facebook;Office / productivity suite (Microsoft Office, Google Suite, etc.);Stack Overflow Enterprise;Other wiki tool (Github, Google Sites, proprietary software, etc.)||Taken an online course in programming or software development (e.g. a MOOC);Participated in a full-time developer training program or bootcamp;Taken a part-time in-person course in programming or software development;Completed an industry certification program (e.g. MCPD);Received on-the-job training in software development;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder)||I haven’t gotten a developer job|To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology;To build my professional network;To help me find new job opportunities|Strongly agree|Agree|Disagree|C#;Java;SQL|C#;Java;PHP;Python;SQL;Swift;VB.NET;Kotlin|SQL Server;MySQL;SQLite;Google Cloud Storage|SQL Server;MySQL;SQLite;Oracle;Google Cloud Storage|Android;Firebase|Android;Apple Watch or Apple TV;Gaming console;iOS;Windows Desktop or Server;WordPress;Firebase|TensorFlow|Xamarin;TensorFlow|Android Studio;Eclipse|Windows|1|Mob programming|Git;Zip file back-ups|Less than once per month|I'm not sure/I don't know|||Somewhat agree|Somewhat agree|Somewhat disagree|Clicked on an online advertisement|3.0|5.0|2.0|7.0|4.0|1.0|6.0|"Evolving definitions of ""fairness"" in algorithmic versus human decisions"|"Artificial intelligence surpassing human intelligence (""the singularity"")"|A governmental or other regulatory body|I'm excited about the possibilities more than worried about the dangers.|No|Yes, but only within the company|The developer who wrote it|No|10 (Very Likely)|Daily or almost daily|Yes|I have never participated in Q&A on Stack Overflow|No, I knew that Stack Overflow had a jobs board but have never used or visited it|No, and I don't know what that is||I'm not sure|Not at all interested|A little bit interested|Extremely interested|Extremely interested|Extremely interested|Between 6:01 - 7:00 AM|Over 12 hours|30 - 59 minutes|Daily or almost every day|Standing desk;Ergonomic keyboard or mouse|1 - 2 times per week|Female|Straight or heterosexual|Primary/elementary school|Middle Eastern|18 - 24 years old|No||The survey was too long|Neither easy nor difficult
62629|Yes|No|India|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
28462|Yes|No|United States|No|Employed full-time|Master’s degree (MA, MS, M.Eng., MBA, etc.)|Computer science, computer engineering, or software engineering|20 to 99 employees|Data or business analyst;Data scientist or machine learning specialist;Full-stack developer|12-14 years|9-11 years|Moderately dissatisfied|Extremely dissatisfied|Working in a different or more specialized technical role than the one I'm in now|I’m not actively looking, but I am open to new opportunities|More than 4 years ago|2.0|6.0|1.0|9.0|3.0|8.0|5.0|4.0|10.0|7.0|1.0|8.0|2.0|3.0|5.0|4.0|11.0|9.0|6.0|7.0|10.0|2.0|3.0|1.0|4.0|5.0|2.0|3.0|5.0|6.0|1.0|7.0|4.0|I saw an employer’s advertisement|U.S. dollars ($)|150000|Yearly|150000.0|USD|Office / productivity suite (Microsoft Office, Google Suite, etc.);Slack|One to three months|Taken an online course in programming or software development (e.g. a MOOC);Received on-the-job training in software development||||Agree|Disagree|Agree|PHP;R|C#;Python|MySQL|MySQL|||||Notepad++;Sublime Text|MacOS|2||Subversion;Zip file back-ups|Weekly or a few times per month|No|||Somewhat agree|Strongly agree|Somewhat agree|Clicked on an online advertisement||||||||Algorithms making important decisions|"Artificial intelligence surpassing human intelligence (""the singularity"")"|The developers or the people creating the AI|I'm excited about the possibilities more than worried about the dangers.|No|Depends on what it is||Yes|10 (Very Likely)|A few times per week|Yes|A few times per month or weekly|Yes|No, I have one but it's out of date|10 (Very Likely)|Yes||||||Between 6:01 - 7:00 AM|9 - 12 hours|1 - 2 hours|Never||I don't typically exercise|Male|Straight or heterosexual|Master’s degree (MA, MS, M.Eng., MBA, etc.)|White or of European descent|35 - 44 years old|Yes|No||
10881|Yes|Yes|Czech Republic|No|Employed full-time|Other doctoral degree (Ph.D, Ed.D., etc.)|Mathematics or statistics|5,000 to 9,999 employees|Educator or academic researcher|21-23 years||||||||||||||||||||||||||||||||||||||||||||||||Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Contributed to open source software|The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow|||Neither Agree nor Disagree|Disagree|Strongly disagree|JavaScript;Python;HTML;CSS;Bash/Shell|C++;Python|MySQL;PostgreSQL|PostgreSQL|Linux|Linux;Raspberry Pi|Angular;Django|Django;Hadoop;TensorFlow;Torch/PyTorch|Vim|Linux-based|1||Git|A few times per week|No|||Somewhat agree|Somewhat agree|Somewhat disagree||1.0|5.0|2.0|3.0|4.0|7.0|6.0|"Evolving definitions of ""fairness"" in algorithmic versus human decisions"|Increasing automation of jobs||I'm excited about the possibilities more than worried about the dangers.|No||Upper management at the company/organization|Yes|10 (Very Likely)|Multiple times per day|Yes|Less than once per month or monthly|No, I knew that Stack Overflow had a jobs board but have never used or visited it|No, I know what it is but I don't have one||No|||Somewhat interested||Somewhat interested|Between 9:01 - 10:00 AM|9 - 12 hours|1 - 2 hours|Daily or almost every day||1 - 2 times per week|Male|Straight or heterosexual|Other doctoral degree (Ph.D, Ed.D., etc.)|White or of European descent|35 - 44 years old|No||The survey was an appropriate length|Very easy
4554|Yes|No|Belgium|Yes, part-time|Not employed, but looking for work|Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)|||Back-end developer;Database administrator;Desktop or enterprise applications developer;Student|3-5 years|0-2 years||Neither satisfied nor dissatisfied|Working in a different or more specialized technical role than the one I'm in now|I am actively looking for a job|Less than a year ago|||||||||||||||||||||||||||||||||||||||||||||||||C#;Java;JavaScript;PHP;SQL;HTML;CSS||SQL Server;MySQL||Windows Desktop or Server|||.NET Core;Xamarin|Notepad++;Visual Studio|Windows|2||I don't use version control||Yes|Yes|The website I was visiting forced me to disable it to access their content;I wanted to support the website I was visiting by viewing their ads|Strongly disagree|Strongly disagree|Strongly agree|Stopped going to a website because of their advertising|4.0|3.0|1.0|6.0|5.0|2.0|7.0|||A governmental or other regulatory body|I'm excited about the possibilities more than worried about the dangers.|No|Yes, and publicly||Yes|10 (Very Likely)|Multiple times per day|Yes|I have never participated in Q&A on Stack Overflow|No, I didn't know that Stack Overflow had a jobs board|No, and I don't know what that is||No|Somewhat interested|A little bit interested|Somewhat interested|Somewhat interested|A little bit interested|Between 9:01 - 10:00 AM|9 - 12 hours|1 - 2 hours|Never||Daily or almost every day|||||||||
77541|Yes|No|United States|No|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Information systems, information technology, or system administration|1,000 to 4,999 employees|Full-stack developer|0-2 years|0-2 years|Moderately satisfied|Moderately satisfied|Working as a founder or co-founder of my own company|I’m not actively looking, but I am open to new opportunities|More than 4 years ago||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
13188|No|No|Philippines|No|Employed full-time|Primary/elementary school||Fewer than 10 employees|Full-stack developer|0-2 years|||||||||||||||||||||||||||||||||||||||||||||||||||||||JavaScript|C;C++;C#;JavaScript;PHP;Python;SQL;HTML;CSS||MySQL||Arduino;WordPress|||Sublime Text|Windows|1||Git|Multiple times per day|Yes|Yes||||||||||||||||||||||||||||||||||||||||||||||||
24416|Yes|Yes|United States|No|Employed full-time|Master’s degree (MA, MS, M.Eng., MBA, etc.)|A natural science (ex. biology, chemistry, physics)|10,000 or more employees|Data scientist or machine learning specialist;Engineering manager|12-14 years|||||||||||||||||||||||||||||||||||||||||||||||||||||||Java;Python;Scala;SQL;Bash/Shell|Java;Python;Scala;SQL;Bash/Shell|Apache HBase|Apache HBase|||||||||||||||||||||||||||||||||10 (Very Likely)|A few times per month or weekly|Yes|A few times per month or weekly|No, I knew that Stack Overflow had a jobs board but have never used or visited it|No, I know what it is but I don't have one||Yes|Not at all interested|Extremely interested|Somewhat interested|Not at all interested|A little bit interested|Between 5:00 - 6:00 AM|9 - 12 hours|30 - 59 minutes|Never|Fatigue-relieving floor mat|I don't typically exercise|||||||||
3693|Yes|Yes|Iran, Islamic Republic of...|Yes, part-time|Not employed, but looking for work|Associate degree|Computer science, computer engineering, or software engineering||Desktop or enterprise applications developer;Engineering manager;Full-stack developer;Game or graphics developer;Student|3-5 years|0-2 years||Moderately satisfied|Working as a founder or co-founder of my own company|I’m not actively looking, but I am open to new opportunities|Less than a year ago|1.0|10.0|7.0|2.0|4.0|3.0|8.0|6.0|5.0|9.0|6.0|10.0|5.0|7.0|4.0|8.0|2.0|1.0|9.0|3.0|11.0|1.0|2.0|4.0|5.0|3.0|5.0|3.0|1.0|4.0|6.0|2.0|7.0|I had a negative experience or interaction at work||90000|Monthly|24.0|IRR|||Taught yourself a new language, framework, or tool without taking a formal course;Contributed to open source software|A college/university computer science or software engineering book;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);The technology’s online help system|||Agree|Strongly agree|Strongly disagree|Assembly;C++;C#;JavaScript;PHP;HTML;CSS|C++;C#|MySQL||Drupal;Windows Desktop or Server;WordPress||||Notepad++;Sublime Text;Visual Studio|Windows|1||I don't use version control||No|||Neither agree nor disagree|Somewhat disagree|Somewhat disagree|Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad)|3.0|4.0|1.0|2.0|5.0|7.0|6.0|"Artificial intelligence surpassing human intelligence (""the singularity"")"|"Evolving definitions of ""fairness"" in algorithmic versus human decisions"|Prominent industry leaders|I'm excited about the possibilities more than worried about the dangers.|No|Yes, but only within the company|The developer who wrote it|Yes|9|A few times per week|Yes|A few times per month or weekly|Yes|No, I have one but it's out of date|8|Yes|Somewhat interested|Somewhat interested|Somewhat interested|Very interested|Somewhat interested|Between 8:01 - 9:00 AM|9 - 12 hours|30 - 59 minutes|3 - 4 times per week||I don't typically exercise|||Bachelor’s degree (BA, BS, B.Eng., etc.)|Middle Eastern|18 - 24 years old|No||The survey was an appropriate length|Neither easy nor difficult
54231|Yes|Yes|United States|No|Employed full-time|Some college/university study without earning a degree|Fine arts or performing arts (ex. graphic design, music, studio art)|10 to 19 employees|Full-stack developer|0-2 years|0-2 years|Slightly satisfied|Slightly satisfied|Working in a different or more specialized technical role than the one I'm in now|I’m not actively looking, but I am open to new opportunities|Less than a year ago|10.0|8.0|9.0|4.0|5.0|2.0|6.0|3.0|1.0|7.0|5.0|9.0|2.0|10.0|8.0|7.0|6.0|4.0|11.0|1.0|3.0|2.0|1.0|5.0|3.0|4.0|3.0|4.0|5.0|2.0|7.0|1.0|6.0|I had a negative experience or interaction at work|U.S. dollars ($)|35000|Yearly|35000.0|USD|Office / productivity suite (Microsoft Office, Google Suite, etc.)|Less than a month|Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Contributed to open source software|The official documentation and/or standards for the technology;Questions & answers on Stack Overflow|||Disagree|Disagree|Agree|C#;JavaScript;HTML;CSS;Bash/Shell|C#;JavaScript|MongoDB|MongoDB|Linux|Amazon Echo;AWS;Linux|Node.js|Node.js;React;Cordova|Atom|Windows|1||Git|Multiple times per day|Yes|Yes|I wanted to support the website I was visiting by viewing their ads|Somewhat agree|Neither agree nor disagree|Somewhat disagree|Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising;Paid to access a website advertisement-free|1.0|2.0|4.0|3.0|6.0|7.0|5.0||"Artificial intelligence surpassing human intelligence (""the singularity"")"|A governmental or other regulatory body|I'm excited about the possibilities more than worried about the dangers.|No|Yes, but only within the company|Upper management at the company/organization|Yes|10 (Very Likely)|Multiple times per day|Yes|Less than once per month or monthly|Yes|No, I know what it is but I don't have one|10 (Very Likely)|I'm not sure|Very interested|Somewhat interested|A little bit interested|Somewhat interested|Somewhat interested|Between 6:01 - 7:00 AM|9 - 12 hours|Less than 30 minutes|Never|Standing desk;Fatigue-relieving floor mat;Wrist/hand supports or braces|I don't typically exercise|Transgender|Bisexual or Queer|Master’s degree (MA, MS, M.Eng., MBA, etc.)|White or of European descent|18 - 24 years old|No|No|The survey was an appropriate length|Very easy
65377|Yes|No|United Kingdom|No|Employed full-time|Master’s degree (MA, MS, M.Eng., MBA, etc.)|Computer science, computer engineering, or software engineering|20 to 99 employees|Front-end developer;Full-stack developer|18-20 years|||||||||||||||||||||||||||||||||||||||||||||||||||||||C#;JavaScript;PHP;Python;SQL;TypeScript;HTML;CSS;Bash/Shell||SQL Server|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
31275|Yes|No|Mexico|No|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Information systems, information technology, or system administration||Back-end developer;Database administrator;Designer;Desktop or enterprise applications developer;Front-end developer;Mobile developer|3-5 years|0-2 years|Moderately satisfied|Extremely satisfied|Working as a founder or co-founder of my own company|I’m not actively looking, but I am open to new opportunities|Less than a year ago|9.0|7.0|4.0|1.0|2.0|5.0|6.0|3.0|10.0|8.0|1.0|7.0|3.0|5.0|10.0|4.0|9.0|6.0|11.0|8.0|2.0|2.0|1.0|3.0|4.0|5.0|4.0|6.0|7.0|1.0|3.0|2.0|5.0|I had a negative experience or interaction at work|Mexican pesos (MXN$)|12000|Monthly|7740.0|MXN|Office / productivity suite (Microsoft Office, Google Suite, etc.);Other chat system (IRC, proprietary software, etc.)|One to three months|Taken an online course in programming or software development (e.g. a MOOC);Received on-the-job training in software development||||Agree|Neither Agree nor Disagree|Strongly agree|C#;Java;JavaScript;PHP;SQL;HTML;CSS|C#;JavaScript;Objective-C;PHP;Python;Ruby;SQL;Swift;Kotlin;HTML;CSS|SQL Server;MySQL;PostgreSQL;SQLite|MongoDB;SQL Server;MySQL;PostgreSQL;SQLite;Oracle;Amazon RDS/Aurora|Android;Raspberry Pi;WordPress|Android;Arduino;Drupal;Google Home;iOS;Raspberry Pi;WordPress|.NET Core;Xamarin|Angular;.NET Core;Node.js;React;Xamarin|Android Studio;Atom;NetBeans;Notepad++;PHPStorm;Sublime Text;Visual Studio|Windows|1|Scrum|Git;Team Foundation Version Control|Multiple times per day|Yes|Yes|The ad-blocking software was causing display issues on a website|Strongly disagree|Somewhat disagree||Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad)||||||||||A governmental or other regulatory body|I'm excited about the possibilities more than worried about the dangers.|No|Yes, but only within the company|The person who came up with the idea|Yes|9|A few times per week|No||No, I didn't know that Stack Overflow had a jobs board|||Yes|Very interested|Somewhat interested|Extremely interested|Extremely interested|Extremely interested|Between 7:01 - 8:00 AM|1 - 4 hours|3 - 4 hours|Never|Ergonomic keyboard or mouse|I don't typically exercise|Female|Straight or heterosexual|Bachelor’s degree (BA, BS, B.Eng., etc.)|Hispanic or Latino/Latina|18 - 24 years old|No||The survey was an appropriate length|Neither easy nor difficult
